tree_name	euk_clade_rep	prok_taxa	c-ELW
EP00004P015398	EP00681P001788	Bacillota	0.0533
EP00004P015398	EP00681P001788	Actinomycetota	7.4e-06
EP00004P015398	EP00681P001788	Gammaproteobacteria	0.0346
EP00004P015398	EP00681P001788	Actinomycetota	3.83e-09
EP00004P015398	EP00681P001788	Actinomycetota	1.01e-16
EP00004P017424	EP00327P019951	Chlamydiia	0.0225
EP00004P017424	EP00327P019951	Alphaproteobacteria	0.0654
EP00004P017424	EP00327P019951	Alphaproteobacteria	0.0822
EP00004P017424	EP00327P019951	Gammaproteobacteria	0.83
EP00004P017896	EP00327P015749	Alphaproteobacteria	3.72e-10
EP00004P017896	EP00327P015749	Cyanobacteriota	0.000242
EP00004P017896	EP00327P015749	Spirochaetota	0.00188
EP00004P017896	EP00327P015749	Gammaproteobacteria	0.0573
EP00004P017896	EP00327P015749	FCB group	0.0793
EP00004P017896	EP00327P015749	Actinomycetota	0.333
EP00004P017896	EP00327P015749	Gammaproteobacteria	0.226
EP00004P017896	EP00327P015749	Alphaproteobacteria	0.00873
EP00004P017896	EP00327P015749	Gammaproteobacteria	0.0157
EP00004P017896	EP00327P015749	Gammaproteobacteria	0.279
EP00004P017896	EP00833P007948	Alphaproteobacteria	0.0464
EP00004P017896	EP00833P007948	Cyanobacteriota	0.0464
EP00004P017896	EP00833P007948	Spirochaetota	0.435
EP00004P017896	EP00833P007948	Gammaproteobacteria	0.0478
EP00004P017896	EP00833P007948	FCB group	0.182
EP00004P017896	EP00833P007948	Actinomycetota	0.0695
EP00004P017896	EP00833P007948	Gammaproteobacteria	0.14
EP00004P017896	EP00833P007948	Alphaproteobacteria	0.0175
EP00004P017896	EP00833P007948	Gammaproteobacteria	0.0115
EP00004P017896	EP00833P007948	Gammaproteobacteria	0.0039
EP00004P019501	EP00741P024885	Asgard	9.09e-13
EP00004P019501	EP00741P024885	Thermodesulfobacteriota	1.2400000000000001e-33
EP00004P019501	EP00741P024885	Alphaproteobacteria	1.08e-11
EP00004P019501	EP00741P024885	Bacillota	2.66e-11
EP00004P019501	EP00741P024885	Acidobacteriota	1.8300000000000003e-21
EP00004P019501	EP00741P024885	Bacillota	2.2e-23
EP00004P019501	EP00741P024885	Bacillota	3.71e-07
EP00004P019501	EP00741P024885	Myxococcota	0.0667
EP00004P019501	EP00741P024885	FCB group	5.5699999999999995e-28
EP00004P019501	EP00741P024885	PVC group	0.933
EP00004P019501	EP00741P024885	TACK group	1.46e-15
EP00004P019501	EP00741P024885	Bacillota	1.14e-19
EP00004P019501	EP01120P008418	Asgard	0.0197
EP00004P019501	EP01120P008418	Thermodesulfobacteriota	5.91e-05
EP00004P019501	EP01120P008418	Alphaproteobacteria	0.00958
EP00004P019501	EP01120P008418	Bacillota	0.682
EP00004P019501	EP01120P008418	Acidobacteriota	0.0644
EP00004P019501	EP01120P008418	Bacillota	0.000156
EP00004P019501	EP01120P008418	Cyanobacteriota	4.79e-14
EP00004P019501	EP01120P008418	Myxococcota	5.32e-10
EP00004P019501	EP01120P008418	FCB group	3.74e-15
EP00004P019501	EP01120P008418	PVC group	5.31e-10
EP00004P019501	EP01120P008418	Alphaproteobacteria	3.09e-07
EP00004P019501	EP01120P008418	Bacillota	0.224
EP00004P022202	EP00002P002562	Actinomycetota	0.612
EP00004P022202	EP00002P002562	Euryarchaeota	0.00964
EP00004P022202	EP00002P002562	Actinomycetota	1.1e-20
EP00004P022202	EP00002P002562	Gammaproteobacteria	0.084
EP00004P022202	EP00002P002562	Campylobacterota	0.037
EP00004P022202	EP00002P002562	Gammaproteobacteria	0.15
EP00004P022202	EP00002P002562	TACK group	2.25e-05
EP00004P022202	EP00002P002562	Gammaproteobacteria	0.0278
EP00004P022202	EP00002P002562	Gammaproteobacteria	0.0168
EP00004P022202	EP00002P002562	Myxococcota	2.49e-11
EP00004P022202	EP00002P002562	Chlamydiia	0.0629
EP00004P022202	XP_004336498.1	Actinomycetota	0.15
EP00004P022202	XP_004336498.1	Euryarchaeota	0.00216
EP00004P022202	XP_004336498.1	Actinomycetota	3.09e-18
EP00004P022202	XP_004336498.1	Gammaproteobacteria	0.21
EP00004P022202	XP_004336498.1	Campylobacterota	0.0376
EP00004P022202	XP_004336498.1	Gammaproteobacteria	0.224
EP00004P022202	XP_004336498.1	TACK group	3.21e-07
EP00004P022202	XP_004336498.1	Gammaproteobacteria	0.265
EP00004P022202	XP_004336498.1	Gammaproteobacteria	0.00201
EP00004P022202	XP_004336498.1	Myxococcota	2.15e-19
EP00004P022202	XP_004336498.1	Chlamydiia	0.108
EP00004P023340	EP00742P007728	PVC group	0.0777
EP00004P023340	EP00742P007728	Thermodesulfobacteriota	0.0411
EP00004P023340	EP00742P007728	Bacillota	0.138
EP00004P023340	EP00742P007728	Gammaproteobacteria	0.0686
EP00004P023340	EP00742P007728	Bacillota	0.113
EP00004P023340	EP00742P007728	Cyanobacteriota	0.11
EP00004P023340	EP00742P007728	Actinomycetota	0.0137
EP00004P023340	EP00742P007728	Alphaproteobacteria	0.0279
EP00004P023340	EP00742P007728	PVC group	0.141
EP00004P023340	EP00742P007728	Actinomycetota	0.0444
EP00004P023340	EP00742P007728	Bacillota	0.144
EP00004P023340	EP00742P007728	Bacillota	0.081
EP00004P023340	EP01125P020574	PVC group	0.0518
EP00004P023340	EP01125P020574	Thermodesulfobacteriota	0.244
EP00004P023340	EP01125P020574	Bacillota	0.0967
EP00004P023340	EP01125P020574	Gammaproteobacteria	0.0907
EP00004P023340	EP01125P020574	Bacillota	0.0518
EP00004P023340	EP01125P020574	Cyanobacteriota	0.0504
EP00004P023340	EP01125P020574	Actinomycetota	0.0393
EP00004P023340	EP01125P020574	Alphaproteobacteria	0.0835
EP00004P023340	EP01125P020574	PVC group	0.0316
EP00004P023340	EP01125P020574	Actinomycetota	0.0254
EP00004P023340	EP01125P020574	Bacillota	0.125
EP00004P023340	EP01125P020574	Bacillota	0.11
EP00005P004570	EP00285P004076	Asgard	0.00456
EP00005P004570	EP00285P004076	Asgard	0.0262
EP00005P004570	EP00285P004076	Asgard	0.00712
EP00005P004570	EP00285P004076	Gammaproteobacteria	0.868
EP00005P004570	EP00285P004076	Euryarchaeota	0.0144
EP00005P004570	EP00285P004076	Asgard	4.01e-12
EP00005P004570	EP00285P004076	TACK group	0.000837
EP00005P004570	EP00285P004076	Euryarchaeota	0.000101
EP00005P004570	EP00285P004076	FCB group	0.0259
EP00005P004570	EP00285P004076	Cyanobacteriota	0.00458
EP00005P004570	EP00285P004076	Bacillota	9.67e-05
EP00005P004570	EP00285P004076	FCB group	0.0481
EP00005P004765	EP00029P007321	Actinomycetota	1.0
EP00005P006236	EP01121P022080	Alphaproteobacteria	1.0
EP00005P006236	EP01027P003691	Alphaproteobacteria	1.0
EP00005P009234	EP00706P020239	TACK group	0.353
EP00005P009234	EP00706P020239	Asgard	0.0568
EP00005P009234	EP00706P020239	Asgard	0.0362
EP00005P009234	EP00706P020239	Cyanobacteriota	0.0175
EP00005P009234	EP00706P020239	Chloroflexota	0.0364
EP00005P009234	EP00706P020239	Bacillota	5.5200000000000005e-22
EP00005P009234	EP00706P020239	FCB group	1.19e-18
EP00005P009234	EP00706P020239	Alphaproteobacteria	1.43e-17
EP00005P009234	EP00706P020239	TACK group	0.456
EP00005P009234	EP00706P020239	Euryarchaeota	0.0406
EP00005P009234	EP00706P020239	FCB group	5.62e-22
EP00005P009234	EP00706P020239	Myxococcota	0.00392
EP00005P009234	EP01113P016702	TACK group	0.564
EP00005P009234	EP01113P016702	Asgard	0.087
EP00005P009234	EP01113P016702	Cyanobacteriota	0.00916
EP00005P009234	EP01113P016702	Chloroflexota	0.0539
EP00005P009234	EP01113P016702	Bacillota	1.25e-18
EP00005P009234	EP01113P016702	FCB group	4.47e-08
EP00005P009234	EP01113P016702	Alphaproteobacteria	1.1e-06
EP00005P009234	EP01113P016702	TACK group	0.257
EP00005P009234	EP01113P016702	Euryarchaeota	0.0288
EP00005P009234	EP01113P016702	FCB group	8.57e-21
EP00005P009234	EP01113P016702	Betaproteobacteria	7.19e-11
EP00005P009234	EP01113P016702	Myxococcota	0.000146
EP00005P010727	EP00648P010531	Euryarchaeota	1.0
EP00005P010727	EP00906P034856	Euryarchaeota	1.0
EP00006P005304	EP01116P007694	Asgard	1.0
EP00006P005304	EP00006P005304	Asgard	1.0
EP00006P008322	EP01134P008227	Betaproteobacteria	0.0589
EP00006P008322	EP01134P008227	Thermodesulfobacteriota	0.000873
EP00006P008322	EP01134P008227	Betaproteobacteria	0.0928
EP00006P008322	EP01134P008227	Actinomycetota	0.0331
EP00006P008322	EP01134P008227	FCB group	0.459
EP00006P008322	EP01134P008227	Betaproteobacteria	0.0426
EP00006P008322	EP01134P008227	Bacillota	0.0165
EP00006P008322	EP01134P008227	Gammaproteobacteria	0.119
EP00006P008322	EP01134P008227	FCB group	0.132
EP00006P008322	EP01134P008227	Betaproteobacteria	0.011
EP00006P008322	EP01134P008227	Gammaproteobacteria	0.0268
EP00006P008322	EP01134P008227	Gammaproteobacteria	0.00651
EP00006P011909	TFG28936.1	Asgard	0.558
EP00006P011909	TFG28936.1	Gammaproteobacteria	0.0247
EP00006P011909	TFG28936.1	FCB group	0.0896
EP00006P011909	TFG28936.1	FCB group	0.0839
EP00006P011909	TFG28936.1	Alphaproteobacteria	0.147
EP00006P011909	TFG28936.1	PVC group	0.0966
EP00007P001815	EP00164P009317	Betaproteobacteria	3.59e-05
EP00007P001815	EP00164P009317	Thermotogae	0.426
EP00007P001815	EP00164P009317	Euryarchaeota	0.51
EP00007P001815	EP00164P009317	Gammaproteobacteria	0.00075
EP00007P001815	EP00164P009317	Gammaproteobacteria	0.00536
EP00007P001815	EP00164P009317	Myxococcota	0.00362
EP00007P001815	EP00164P009317	Myxococcota	0.00018
EP00007P001815	EP00164P009317	Gammaproteobacteria	1.83e-23
EP00007P001815	EP00164P009317	Betaproteobacteria	1.83e-23
EP00007P001815	EP00164P009317	Bacillota	0.0535
EP00007P004186	EP00997P007604	Thermoplasmata	0.0833
EP00007P004186	EP00997P007604	Bacillota	0.0111
EP00007P004186	EP00997P007604	Myxococcota	0.322
EP00007P004186	EP00997P007604	PVC group	0.206
EP00007P004186	EP00997P007604	Alphaproteobacteria	0.0877
EP00007P004186	EP00997P007604	Actinomycetota	0.17
EP00007P004186	EP00997P007604	Euryarchaeota	0.12
EP00007P004186	EP01084P002392	Thermoplasmata	0.0126
EP00007P004186	EP01084P002392	Bacillota	0.0191
EP00007P004186	EP01084P002392	Myxococcota	0.158
EP00007P004186	EP01084P002392	PVC group	0.131
EP00007P004186	EP01084P002392	Alphaproteobacteria	0.131
EP00007P004186	EP01084P002392	Actinomycetota	0.311
EP00007P004186	EP01084P002392	Euryarchaeota	0.237
EP00007P008054	EP00147P014035	Asgard	0.497
EP00007P008054	EP00147P014035	Thermodesulfobacteriota	0.503
EP00007P008054	EP00908P005968	Asgard	0.432
EP00007P008054	EP00908P005968	Thermodesulfobacteriota	0.568
EP00008P003991	EP00011P010850	Mycoplasmatota	0.304
EP00008P003991	EP00011P010850	Asgard	0.0549
EP00008P003991	EP00011P010850	Myxococcota	0.00209
EP00008P003991	EP00011P010850	Myxococcota	0.0778
EP00008P003991	EP00011P010850	Myxococcota	0.0115
EP00008P003991	EP00011P010850	FCB group	0.421
EP00008P003991	EP00011P010850	Myxococcota	8.29e-07
EP00008P003991	EP00011P010850	Acidobacteriota	0.0439
EP00008P003991	EP00011P010850	FCB group	5.86e-08
EP00008P003991	EP00011P010850	PVC group	0.00979
EP00008P003991	EP00011P010850	FCB group	0.0122
EP00008P003991	EP00011P010850	Bacillota	0.0629
EP00008P003991	EP00844P005985	Mycoplasmatota	0.0333
EP00008P003991	EP00844P005985	Myxococcota	0.001
EP00008P003991	EP00844P005985	Myxococcota	0.111
EP00008P003991	EP00844P005985	Myxococcota	0.243
EP00008P003991	EP00844P005985	FCB group	0.016
EP00008P003991	EP00844P005985	Myxococcota	0.00096
EP00008P003991	EP00844P005985	Acidobacteriota	0.0628
EP00008P003991	EP00844P005985	FCB group	9.57e-06
EP00008P003991	EP00844P005985	PVC group	0.00379
EP00008P003991	EP00844P005985	FCB group	0.00189
EP00008P003991	EP00844P005985	Bacillota	0.364
EP00008P003991	EP00844P005985	Bacillota	0.162
EP00008P013221	EP01116P005381	Chloroflexota	0.44
EP00008P013221	EP01116P005381	Alphaproteobacteria	2.7e-23
EP00008P013221	EP01116P005381	Deinococcota	0.0373
EP00008P013221	EP01116P005381	Cyanobacteriota	5.479999999999998e-48
EP00008P013221	EP01116P005381	Cyanobacteriota	0.00512
EP00008P013221	EP01116P005381	Actinomycetota	0.000486
EP00008P013221	EP01116P005381	Actinomycetota	8.9e-41
EP00008P013221	EP01116P005381	FCB group	0.0618
EP00008P013221	EP01116P005381	Actinomycetota	0.44
EP00008P013221	EP01116P005381	Bacillota	0.016
EP00008P013221	EP01116P005381	Gammaproteobacteria	1.65e-17
EP00008P013221	EP01116P005381	Euryarchaeota	1.45e-55
EP00008P014019	EP00011P010789	Actinomycetota	1.0
EP00008P014019	EP00055P012717	Actinomycetota	1.0
EP00008P014019	EP00418P065992	Actinomycetota	1.0
EP00008P015584	EP00438P005513	Alphaproteobacteria	0.0684
EP00008P015584	EP00438P005513	Gammaproteobacteria	0.832
EP00008P015584	EP00438P005513	Gammaproteobacteria	0.0992
EP00009P000201	EP00644P012861	Thermodesulfobacteriota	0.0574
EP00009P000201	EP00644P012861	PVC group	0.0632
EP00009P000201	EP00644P012861	Deinococcota	0.0139
EP00009P000201	EP00644P012861	Betaproteobacteria	0.00637
EP00009P000201	EP00644P012861	FCB group	0.153
EP00009P000201	EP00644P012861	PVC group	0.137
EP00009P000201	EP00644P012861	Gammaproteobacteria	2.62e-07
EP00009P000201	EP00644P012861	Bacillota	0.129
EP00009P000201	EP00644P012861	Bacillota	0.0461
EP00009P000201	EP00644P012861	FCB group	0.0168
EP00009P000201	EP00644P012861	Alphaproteobacteria	0.367
EP00009P000201	EP00644P012861	Cyanobacteriota	0.0111
EP00009P000201	EP01127P002147	Bacillota	0.0824
EP00009P000201	EP01127P002147	Betaproteobacteria	1.9e-09
EP00009P000201	EP01127P002147	Betaproteobacteria	0.000675
EP00009P000201	EP01127P002147	Campylobacterota	0.154
EP00009P000201	EP01127P002147	FCB group	0.249
EP00009P000201	EP01127P002147	PVC group	0.126
EP00009P000201	EP01127P002147	Euryarchaeota	0.0779
EP00009P000201	EP01127P002147	Gammaproteobacteria	7.85e-06
EP00009P000201	EP01127P002147	Bacillota	0.109
EP00009P000201	EP01127P002147	Gammaproteobacteria	0.0737
EP00009P000201	EP01127P002147	Thermodesulfobacteriota	0.044
EP00009P000201	EP01127P002147	Alphaproteobacteria	0.0841
EP00009P016352	EP00009P016352	Actinomycetota	0.0374
EP00009P016352	EP00009P016352	FCB group	0.371
EP00009P016352	EP00009P016352	Bacillota	0.0143
EP00009P016352	EP00009P016352	Myxococcota	1.72e-05
EP00009P016352	EP00009P016352	Actinomycetota	0.405
EP00009P016352	EP00009P016352	Alphaproteobacteria	0.121
EP00009P016352	EP00009P016352	FCB group	0.0511
EP00010P002231	EP00012P013043	Cyanobacteriota	1.0
EP00010P002231	EP00931P107113	Cyanobacteriota	1.0
EP00010P002231	EP00312P024919	Cyanobacteriota	1.0
EP00010P005790	EP00823P008748	Alphaproteobacteria	0.5
EP00010P005790	EP00823P008748	Actinomycetota	0.5
EP00010P005790	EP01013P031525	Alphaproteobacteria	0.5
EP00010P005790	EP01013P031525	Actinomycetota	0.5
EP00011P003809	EP00147P009738	Asgard	0.0144
EP00011P003809	EP00147P009738	FCB group	0.163
EP00011P003809	EP00147P009738	FCB group	0.231
EP00011P003809	EP00147P009738	Thermodesulfobacteriota	0.0001
EP00011P003809	EP00147P009738	Myxococcota	0.000246
EP00011P003809	EP00147P009738	Chlamydiia	0.014
EP00011P003809	EP00147P009738	Campylobacterota	0.0474
EP00011P003809	EP00147P009738	Thermodesulfobacteriota	2.4e-11
EP00011P003809	EP00147P009738	Gammaproteobacteria	0.00183
EP00011P003809	EP00147P009738	Spirochaetota	0.138
EP00011P003809	EP00147P009738	FCB group	0.00517
EP00011P003809	EP00147P009738	Thermoplasmata	0.386
EP00011P003832	EP00602P003266	Betaproteobacteria	0.0311
EP00011P003832	EP00602P003266	Alphaproteobacteria	0.173
EP00011P003832	EP00602P003266	FCB group	0.255
EP00011P003832	EP00602P003266	Gammaproteobacteria	0.441
EP00011P003832	EP00602P003266	Gammaproteobacteria	0.0335
EP00011P003832	EP00602P003266	Alphaproteobacteria	0.0668
EP00011P003856	EP01006P049795	Alphaproteobacteria	1.0
EP00011P003856	EP01084P068065	Alphaproteobacteria	1.0
EP00011P003856	EP00011P003856	Alphaproteobacteria	1.0
EP00011P006376	EP00067P003265	FCB group	0.185
EP00011P006376	EP00067P003265	Asgard	0.175
EP00011P006376	EP00067P003265	Bacillota	0.0321
EP00011P006376	EP00067P003265	Bacillota	0.0155
EP00011P006376	EP00067P003265	Thermodesulfobacteriota	0.0177
EP00011P006376	EP00067P003265	Actinomycetota	0.202
EP00011P006376	EP00067P003265	Acidobacteriota	2.35e-46
EP00011P006376	EP00067P003265	Bacillota	5.43e-45
EP00011P006376	EP00067P003265	PVC group	0.195
EP00011P006376	EP00067P003265	Actinomycetota	0.0948
EP00011P006376	EP00067P003265	Thermodesulfobacteriota	0.0833
EP00011P006376	EP00067P003265	FCB group	2.12e-45
EP00011P006376	EP01030P002253	FCB group	0.0371
EP00011P006376	EP01030P002253	Asgard	0.493
EP00011P006376	EP01030P002253	Bacillota	0.172
EP00011P006376	EP01030P002253	Bacillota	0.0401
EP00011P006376	EP01030P002253	Actinomycetota	0.0825
EP00011P006376	EP01030P002253	Acidobacteriota	2.12e-10
EP00011P006376	EP01030P002253	Acidobacteriota	9.53e-05
EP00011P006376	EP01030P002253	Bacillota	1.84e-05
EP00011P006376	EP01030P002253	Actinomycetota	0.0228
EP00011P006376	EP01030P002253	FCB group	0.000442
EP00011P006376	EP01030P002253	Thermodesulfobacteriota	0.152
EP00011P006376	EP01030P002253	FCB group	1.56e-10
EP00011P012151	EP01135P002799	Bacillota	8.2e-09
EP00011P012151	EP01135P002799	Gammaproteobacteria	0.0286
EP00011P012151	EP01135P002799	Gammaproteobacteria	8.19e-09
EP00011P012151	EP01135P002799	FCB group	0.0559
EP00011P012151	EP01135P002799	FCB group	0.0191
EP00011P012151	EP01135P002799	Gammaproteobacteria	0.125
EP00011P012151	EP01135P002799	Actinomycetota	0.453
EP00011P012151	EP01135P002799	Gammaproteobacteria	0.0215
EP00011P012151	EP01135P002799	Gammaproteobacteria	0.0343
EP00011P012151	EP01135P002799	FCB group	0.0476
EP00011P012151	EP01135P002799	Gammaproteobacteria	0.000767
EP00011P012151	EP01135P002799	FCB group	0.214
EP00011P013571	EP00240P002994	Chlamydiia	0.0781
EP00011P013571	EP00240P002994	PVC group	0.121
EP00011P013571	EP00240P002994	Deltaproteobacteria	0.0955
EP00011P013571	EP00240P002994	PVC group	0.0211
EP00011P013571	EP00240P002994	Gammaproteobacteria	0.000844
EP00011P013571	EP00240P002994	Spirochaetota	0.0353
EP00011P013571	EP00240P002994	Spirochaetota	0.0825
EP00011P013571	EP00240P002994	Gammaproteobacteria	0.017
EP00011P013571	EP00240P002994	PVC group	0.0839
EP00011P013571	EP00240P002994	Campylobacterota	7.75e-05
EP00011P013571	EP00240P002994	Betaproteobacteria	0.366
EP00011P013571	EP00240P002994	PVC group	0.0985
EP00011P013571	EP00469P009872	PVC group	0.0349
EP00011P013571	EP00469P009872	PVC group	0.0456
EP00011P013571	EP00469P009872	Myxococcota	0.033
EP00011P013571	EP00469P009872	Myxococcota	0.155
EP00011P013571	EP00469P009872	Alphaproteobacteria	0.0459
EP00011P013571	EP00469P009872	PVC group	0.065
EP00011P013571	EP00469P009872	Alphaproteobacteria	0.252
EP00011P013571	EP00469P009872	PVC group	0.0918
EP00011P013571	EP00469P009872	TACK group	0.19
EP00011P013571	EP00469P009872	Spirochaetota	0.0281
EP00011P013571	EP00469P009872	Alphaproteobacteria	0.0208
EP00011P013571	EP00469P009872	FCB group	0.037
EP00011P013571	NP_001142088.1	Chlamydiia	0.0902
EP00011P013571	NP_001142088.1	PVC group	0.0872
EP00011P013571	NP_001142088.1	Deltaproteobacteria	0.0422
EP00011P013571	NP_001142088.1	PVC group	0.184
EP00011P013571	NP_001142088.1	Gammaproteobacteria	0.00465
EP00011P013571	NP_001142088.1	Spirochaetota	0.0504
EP00011P013571	NP_001142088.1	Spirochaetota	0.0641
EP00011P013571	NP_001142088.1	Gammaproteobacteria	0.0726
EP00011P013571	NP_001142088.1	PVC group	0.16
EP00011P013571	NP_001142088.1	Campylobacterota	0.00065
EP00011P013571	NP_001142088.1	Betaproteobacteria	0.231
EP00011P013571	NP_001142088.1	PVC group	0.0135
EP00011P014671	EP01137P027612	PVC group	1.0
EP00012P000710	EP01119P007569	Bdellovibrionota	0.684
EP00012P000710	EP01119P007569	Alphaproteobacteria	0.316
EP00012P001301	EP00103P012187	Bacillota	0.532
EP00012P001301	EP00103P012187	FCB group	0.0103
EP00012P001301	EP00103P012187	Betaproteobacteria	0.000912
EP00012P001301	EP00103P012187	Bacillota	0.00646
EP00012P001301	EP00103P012187	FCB group	2.23e-07
EP00012P001301	EP00103P012187	Bacillota	0.0358
EP00012P001301	EP00103P012187	FCB group	0.366
EP00012P001301	EP00103P012187	Gammaproteobacteria	2.23e-07
EP00012P001301	EP00103P012187	Euryarchaeota	0.00177
EP00012P001301	EP00103P012187	Alphaproteobacteria	0.0466
EP00012P003332	EP00048P017269	PVC group	0.00249
EP00012P003332	EP00048P017269	Chloroflexota	0.00452
EP00012P003332	EP00048P017269	FCB group	0.00542
EP00012P003332	EP00048P017269	Gammaproteobacteria	0.000761
EP00012P003332	EP00048P017269	Euryarchaeota	0.16
EP00012P003332	EP00048P017269	FCB group	0.00583
EP00012P003332	EP00048P017269	Chloroflexota	0.789
EP00012P003332	EP00048P017269	FCB group	0.00336
EP00012P003332	EP00048P017269	Betaproteobacteria	0.000745
EP00012P003332	EP00048P017269	FCB group	0.011
EP00012P003332	EP00048P017269	PVC group	0.00693
EP00012P003332	EP00048P017269	Gammaproteobacteria	0.00964
EP00012P004034	EP00388P008497	Asgard	0.5
EP00012P004034	EP00388P008497	Gammaproteobacteria	0.5
EP00012P004034	EP00798P019692	Asgard	0.5
EP00012P004034	EP00798P019692	Gammaproteobacteria	0.5
EP00012P006025	EP00088P050402	Thermoplasmata	0.212
EP00012P006025	EP00088P050402	Thermoplasmata	0.281
EP00012P006025	EP00088P050402	Euryarchaeota	0.329
EP00012P006025	EP00088P050402	Euryarchaeota	0.178
EP00012P006025	EP00741P021649	Thermoplasmata	0.129
EP00012P006025	EP00741P021649	Thermoplasmata	0.208
EP00012P006025	EP00741P021649	Euryarchaeota	0.27
EP00012P006025	EP00741P021649	Euryarchaeota	0.392
EP00012P006405	EP00602P007995	Actinomycetota	1.0
EP00012P006406	EP00466P016971	FCB group	0.176
EP00012P006406	EP00466P016971	Bacillota	0.103
EP00012P006406	EP00466P016971	Bacillota	0.00104
EP00012P006406	EP00466P016971	Gammaproteobacteria	0.000438
EP00012P006406	EP00466P016971	Alphaproteobacteria	0.162
EP00012P006406	EP00466P016971	Alphaproteobacteria	0.249
EP00012P006406	EP00466P016971	Gammaproteobacteria	0.159
EP00012P006406	EP00466P016971	Bacillota	0.00264
EP00012P006406	EP00466P016971	Gammaproteobacteria	0.147
EP00012P008540	EP00872P001459	Bacillota	0.000109
